,TK_Name,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240
0,TECH:NAME,"{'type': 'SDK', 'name': 'Tobii'}","{'type': 'SDK', 'name': 'Steam_Networking'}","{'type': 'SDK', 'name': 'Steam_Audio'}","{'type': 'SDK', 'name': 'SDL'}","{'type': 'SDK', 'name': 'Qt'}","{'type': 'SDK', 'name': 'NodeJS'}","{'type': 'SDK', 'name': 'NVIDIA_PhysX'}","{'type': 'SDK', 'name': 'NVIDIA_Nsight_Aftermath'}","{'type': 'SDK', 'name': 'NVIDIA_DLSS'}","{'type': 'SDK', 'name': 'NVIDIA_Ansel'}","{'type': 'SDK', 'name': 'FMOD'}","{'type': 'SDK', 'name': 'EpicOnlineServices'}","{'type': 'SDK', 'name': 'Discord'}","{'type': 'SDK', 'name': 'AMD_GPU_Services'}","{'type': 'Engine', 'name': 'idTech6'}","{'type': 'Engine', 'name': 'idTech5'}","{'type': 'Engine', 'name': 'idTech4'}","{'type': 'Engine', 'name': 'idTech3'}","{'type': 'Engine', 'name': 'idTech2'}","{'type': 'Engine', 'name': 'idTech1'}","{'type': 'Engine', 'name': 'idTech0'}","{'type': 'Engine', 'name': 'XNA'}","{'type': 'Engine', 'name': 'WolfRPGEditor'}","{'type': 'Engine', 'name': 'Wintermute'}","{'type': 'Engine', 'name': 'VisionaireStudio'}","{'type': 'Engine', 'name': 'Unreal'}","{'type': 'Engine', 'name': 'Unity'}","{'type': 'Engine', 'name': 'Source2'}","{'type': 'Engine', 'name': 'Source'}","{'type': 'Engine', 'name': 'Snowdrop'}","{'type': 'Engine', 'name': 'SCI'}","{'type': 'Engine', 'name': 'RenPy'}","{'type': 'Engine', 'name': 'RPGMaker'}","{'type': 'Engine', 'name': 'Quake'}","{'type': 'Engine', 'name': 'Prism3D'}","{'type': 'Engine', 'name': 'PlayFirstPlayground'}","{'type': 'Engine', 'name': 'Pico8'}","{'type': 'Engine', 'name': 'Phyre'}","{'type': 'Engine', 'name': 'MonoGame'}","{'type': 'Engine', 'name': 'Love2D'}","{'type': 'Engine', 'name': 'Lime_OR_OpenFL'}","{'type': 'Engine', 'name': 'KiriKiri'}","{'type': 'Engine', 'name': 'Heaps'}","{'type': 'Engine', 'name': 'HaemimontSol'}","{'type': 'Engine', 'name': 'GoldSource'}","{'type': 'Engine', 'name': 'Godot'}","{'type': 'Engine', 'name': 'GameMaker'}","{'type': 'Engine', 'name': 'Frostbite'}","{'type': 'Engine', 'name': 'FNA'}","{'type': 'Engine', 'name': 'Defold'}","{'type': 'Engine', 'name': 'CryEngine'}","{'type': 'Engine', 'name': 'Construct'}","{'type': 'Engine', 'name': 'ChromeEngine'}","{'type': 'Engine', 'name': 'Build'}","{'type': 'Engine', 'name': 'Aurora'}","{'type': 'Engine', 'name': 'AdventureGameStudio'}","{'type': 'Engine', 'name': 'AdobeFlash'}","{'type': 'Engine', 'name': 'AdobeAIR'}","{'type': 'Engine', 'name': 'AGI'}","{'type': 'Emulator', 'name': 'SCUMMVM'}","{'type': 'Emulator', 'name': 'DOSBOX'}","{'type': 'Container', 'name': 'Electron'}","{'type': 'AntiCheat', 'name': 'nProtect_GameGuard'}","{'type': 'AntiCheat', 'name': 'PunkBuster'}","{'type': 'AntiCheat', 'name': 'EasyAntiCheat'}","{'type': 'AntiCheat', 'name': 'BattlEye'}","{'type': 'SDK', 'name': 'CEF'}","{'type': 'Engine', 'name': 'idTech2_5'}","{'type': 'Engine', 'name': 'Unigine'}","{'type': 'Engine', 'name': 'Infinity'}","{'type': 'SDK', 'name': 'CRIWARE'}","{'type': 'SDK', 'name': 'Azure_Playfab_Party'}","{'type': 'SDK', 'name': 'Adobe_Flash'}","{'type': 'Engine', 'name': 'idTech7'}","{'type': 'Engine', 'name': 'UPBGE'}","{'type': 'Engine', 'name': 'Adobe_AIR'}","{'type': 'SDK', 'name': 'Unknown'}","{'type': 'Engine', 'name': 'Unknown'}","{'type': 'Emulator', 'name': 'Unknown'}","{'type': 'Container', 'name': 'Unknown'}","{'type': 'AntiCheat', 'name': 'Unknown'}","{'type': 'SDK', 'name': 'OpenVR'}","{'type': 'Engine', 'name': 'RAGE'}","{'type': 'Engine', 'name': 'OGRE'}","{'type': 'Engine', 'name': 'Marmalade'}","{'type': 'Engine', 'name': 'Flexi'}","{'type': 'Engine', 'name': 'Bitsquid'}","{'type': 'SDK', 'name': 'Bink_Video'}","{'type': 'Engine', 'name': 'Virtools'}","{'type': 'Engine', 'name': 'Solar2D'}","{'type': 'Engine', 'name': 'HashLink'}","{'type': 'Engine', 'name': 'Cocos2d'}","{'type': 'Engine', 'name': 'TelltaleTool'}","{'type': 'SDK', 'name': 'Wwise'}","{'type': 'SDK', 'name': 'UnityHDRP'}","{'type': 'SDK', 'name': 'OpenAL'}","{'type': 'Engine', 'name': 'Torque'}","{'type': 'Engine', 'name': 'Kex'}","{'type': 'Engine', 'name': 'BlenderGameEngine'}","{'type': 'SDK', 'name': 'UnityURP'}","{'type': 'AntiCheat', 'name': 'XIGNCODE3'}","{'type': 'AntiCheat', 'name': 'EQU8'}","{'type': 'SDK', 'name': 'JVM'}","{'type': 'Engine', 'name': 'Clausewitz'}","{'type': 'SDK', 'name': 'Photon'}","{'type': 'SDK', 'name': 'SteamworksNET'}","{'type': 'Engine', 'name': 'Danmakufu'}"
