,steam_appid,name,name_slug,header_image,reviews_total,reviews_score_fancy,unfiltered_reviews_total,unfiltered_reviews_steam_purchase,metacritic_score,hidden_gem_score,steam_release_date,current_price_usd,base_price_usd,is_free,is_f2p,coming_soon,peak_ccu,followers,early_access,current_topsellers_rank,opencritic_score,playtracker_insight_rank,reviews_7day,reviews_30day,reviews_90day,launch_price,developer_ids,publisher_ids,developer,publisher,sdk
10,613100,House Flipper,house_flipper,https://cdn.cloudflare.steamstatic.com/steam/apps/613100/header.jpg?t=1645192006,49865,90.8074,55393,49865,68,0.726868,2018-05-17,2499,2499,0,0,0,12039,203048,0,130,60.8333,1251.0,750,1469,2462,1999.0,13446,"326,652",Empyrean,"Frozen District, PlayWay S.A.",Discord
11,977950,A Dance of Fire and Ice,a_dance_of_fire_and_ice,https://cdn.cloudflare.steamstatic.com/steam/apps/977950/header.jpg?t=1618571569,33674,88.5038,36193,33674,-1,0.68464,2019-01-24,599,599,0,0,0,9247,32773,0,291,,7759.0,26,52,148,599.0,17786,"203,17786",7th Beat Games,"indienova, 7th Beat Games",Discord
12,286160,Tabletop Simulator,tabletop_simulator,https://cdn.cloudflare.steamstatic.com/steam/apps/286160/header.jpg?t=1620412025,29998,86.0812,51208,32151,-1,0.909348,2015-06-05,1999,1999,0,0,0,36793,-1,-1,163,,161.0,66,157,249,1999.0,13971,13971,Berserk Games,Berserk Games,Discord
13,843380,Super Animal Royale,super_animal_royale,https://cdn.cloudflare.steamstatic.com/steam/apps/843380/header.jpg?t=1643837390,28531,86.3654,28531,6404,-1,0.700214,2021-08-26,0,0,0,0,0,7514,38049,-1,839,,3018.0,19,84,238,1299.0,14350,1435,Pixile,Modus Games,Discord
14,242860,Verdun,verdun,https://cdn.cloudflare.steamstatic.com/steam/apps/242860/header.jpg?t=1643707385,26917,82.4566,35140,26917,70,0.862465,2015-04-28,1999,1999,0,0,0,4504,171013,-1,1318,56.6667,705.0,408,786,1738,1349.0,"7611,20452",7611,"M2H, Blackmill Games",M2H,Discord
15,1128810,RISK: Global Domination,risk_global_domination,https://cdn.cloudflare.steamstatic.com/steam/apps/1128810/header.jpg?t=1634868894,24334,76.7334,24334,62,-1,0.564696,2020-02-19,0,0,1,0,0,11604,20667,0,650,,899.0,-1,-1,-1,0.0,6908,6908,SMG Studio,SMG Studio,Discord
16,640820,Pathfinder: Kingmaker - Enhanced Plus Edition,pathfinder_kingmaker_enhanced_plus_edition,https://cdn.cloudflare.steamstatic.com/steam/apps/640820/header.jpg?t=1643207896,20998,67.1358,26620,20998,73,0.626676,2018-09-25,799,1999,0,0,0,22536,-1,0,583,,1621.0,1248,2577,3436,1999.0,11584,47828,Owlcat Games,Prime Matter,Discord
17,386940,Ultimate Chicken Horse,ultimate_chicken_horse,https://cdn.cloudflare.steamstatic.com/steam/apps/386940/header.jpg?t=1643824507,20769,88.7757,26674,20769,-1,0.742756,2016-03-04,1499,1499,0,0,0,2705,95098,0,325,79.0,1055.0,28,66,170,1499.0,9626,9626,Clever Endeavour Games,Clever Endeavour Games,Discord
18,1229490,ULTRAKILL,ultrakill,https://cdn.cloudflare.steamstatic.com/steam/apps/1229490/header.jpg?t=1645052220,18910,92.3373,20574,18910,-1,0.752215,2020-09-03,1999,1999,0,0,0,2039,28742,1,254,,8318.0,1318,2032,3166,1999.0,15918,5202,"Arsi ""Hakita"" Patala",New Blood Interactive,Discord
19,527230,For The King,for_the_king,https://cdn.cloudflare.steamstatic.com/steam/apps/527230/header.jpg?t=1643308254,17771,76.3785,25740,17771,79,0.777527,2018-04-19,1999,1999,0,0,0,9625,124377,-1,449,75.4286,1728.0,109,285,412,1999.0,5319,53672,IronOak Games,Curve Games,Discord
20,427730,Who's Your Daddy?!,whos_your_daddy,https://cdn.cloudflare.steamstatic.com/steam/apps/427730/header.jpg?t=1641218744,17540,84.1073,21699,17540,-1,0.699339,2016-05-13,499,499,0,0,0,1209,78917,-1,249,,936.0,277,492,906,499.0,5760,5760,Evil Tortilla Games,Evil Tortilla Games,Discord
21,1359090,Zero Hour,zero_hour,https://cdn.cloudflare.steamstatic.com/steam/apps/1359090/header.jpg?t=1632311003,17253,70.1119,19776,17253,-1,0.555232,2020-08-12,1199,1199,0,0,0,4288,59077,1,781,,4631.0,458,648,826,1199.0,"24913,24914","24913,24914","M7 Productions, Attrito","M7 Productions, Attrito",Discord
22,434650,Lost Castle / 失落城堡,lost_castle,https://cdn.cloudflare.steamstatic.com/steam/apps/434650/header.jpg?t=1639465894,16006,78.215,20842,16006,-1,0.804138,2016-08-31,999,999,0,0,0,4604,98623,-1,1001,,1343.0,38,66,125,999.0,45209,45201,Hunter Studio,Neon Doctrine,Discord
23,589290,Holdfast: Nations At War,holdfast_nations_at_war,https://cdn.cloudflare.steamstatic.com/steam/apps/589290/header.jpg?t=1645121937,15895,85.9841,17420,15895,-1,0.716589,2020-03-05,1999,1999,0,0,0,3419,79979,-1,89,,4371.0,144,389,723,1999.0,48277,19031,Anvil Game Studios,Anvil Game Studios,Discord
24,794260,Outward,outward,https://cdn.cloudflare.steamstatic.com/steam/apps/794260/header.jpg?t=1642422172,14631,64.527,18807,14631,-1,0.577004,2019-03-26,3999,3999,0,0,0,11277,137009,0,869,64.1333,1828.0,1208,2245,2622,3999.0,47901,47828,Nine Dots Studio,Prime Matter,Discord
25,1102190,Monster Train,monster_train,https://cdn.cloudflare.steamstatic.com/steam/apps/1102190/header.jpg?t=1634239500,13696,82.8506,15118,13696,86,0.867685,2020-05-21,2499,2499,0,0,0,14037,28886,0,994,84.5625,6226.0,1540,3578,4950,2499.0,2835,1966,Shiny Shoe,Good Shepherd Entertainment,Discord
26,774181,Rhythm Doctor,rhythm_doctor,https://cdn.cloudflare.steamstatic.com/steam/apps/774181/header.jpg?t=1643817164,13385,88.5621,14562,13385,-1,0.940092,2021-02-26,1599,1599,0,0,0,-1,31730,1,853,,15963.0,502,967,1822,1599.0,17786,"203,17786",7th Beat Games,"indienova, 7th Beat Games",Discord
27,531510,Just Shapes & Beats,just_shapes_beats,https://cdn.cloudflare.steamstatic.com/steam/apps/531510/header.jpg?t=1627067406,12496,87.9364,13572,12496,-1,0.932434,2018-05-31,1999,1999,0,0,0,918,26107,0,724,87.5,11176.0,117,196,320,1999.0,8744,8744,Berzerk Studio,Berzerk Studio,Discord
28,774861,Project Winter,project_winter,https://cdn.cloudflare.steamstatic.com/steam/apps/774861/header.jpg?t=1640128579,12278,71.237,17281,12278,-1,0.697649,2019-05-23,1999,1999,0,0,0,-1,93403,-1,966,,2197.0,31,92,425,1999.0,17141,17142,Other Ocean Interactive,Other Ocean Group,Discord
29,494840,UBOAT,uboat,https://cdn.cloudflare.steamstatic.com/steam/apps/494840/header.jpg?t=1645379740,11742,73.2781,12466,11742,-1,0.730406,2019-04-30,2999,2999,0,0,0,5694,105534,1,963,,10315.0,698,1011,1318,2999.0,10961,652,Deep Water Studio,PlayWay S.A.,Discord
30,560130,Pillars of Eternity II: Deadfire,pillars_of_eternity_ii_deadfire,https://cdn.cloudflare.steamstatic.com/steam/apps/560130/header.jpg?t=1642113742,9987,80.8618,14168,9987,88,0.841009,2018-05-08,3999,3999,0,0,0,22639,118510,0,847,87.3099,4079.0,353,755,1014,4999.0,4789,"4789,5028",Obsidian Entertainment,"Obsidian Entertainment, Versus Evil",Discord
31,65800,Dungeon Defenders,dungeon_defenders,https://cdn.cloudflare.steamstatic.com/steam/apps/65800/header.jpg?t=1617394709,9483,77.6612,15285,9483,81,0.796207,2011-10-18,1499,1499,0,0,0,12467,-1,0,1309,,418.0,86,213,690,1499.0,22473,22473,Trendy Entertainment,Trendy Entertainment,Discord
32,209080,Guns of Icarus Online,guns_of_icarus_online,https://cdn.cloudflare.steamstatic.com/steam/apps/209080/header.jpg?t=1536787177,8285,57.1823,14648,8285,64,0.405716,2012-10-29,499,499,0,0,0,102258,-1,0,8010,,63.0,18,38,83,499.0,39004,1839,Muse Games,Muse Games,Discord
33,681280,Descenders,descenders,https://cdn.cloudflare.steamstatic.com/steam/apps/681280/header.jpg?t=1643398945,8122,88.4485,9852,8122,78,0.938706,2019-05-07,2499,2499,0,0,0,1942,24973,-1,115,-1.0,7836.0,84,121,270,2499.0,7844,7845,RageSquid,No More Robots,Discord
34,604240,Shotgun Farmers,shotgun_farmers,https://cdn.cloudflare.steamstatic.com/steam/apps/604240/header.jpg?t=1635525576,7994,80.0124,8582,7994,-1,0.829355,2019-03-08,999,999,0,0,0,450,16158,-1,2178,,13920.0,15,30,44,999.0,15742,15742,Megastorm Games,Megastorm Games,Discord
35,879160,Battlerite Royale,battlerite_royale,https://cdn.cloudflare.steamstatic.com/steam/apps/879160/header.jpg?t=1622532205,7858,76.5968,7858,3403,-1,0.780737,2019-02-19,0,0,1,0,0,9355,28691,-1,8390,,3340.0,29,42,64,1999.0,11493,11493,Stunlock Studios,Stunlock Studios,Discord
36,382310,Eco,eco,https://cdn.cloudflare.steamstatic.com/steam/apps/382310/header.jpg?t=1637067939,7341,77.9764,9163,7341,-1,0.80073,2018-02-06,2999,2999,0,0,0,6905,187930,1,399,,5282.0,123,334,585,2999.0,37725,2322,Strange Loop Games,Strange Loop Games,Discord
37,865360,We Were Here Together,we_were_here_together,https://cdn.cloudflare.steamstatic.com/steam/apps/865360/header.jpg?t=1643119926,6754,73.1558,8351,6754,77,0.728484,2019-10-10,1299,1299,0,0,0,2227,33828,0,594,75.0,1867.0,145,330,778,1299.0,7198,7198,Total Mayhem Games,Total Mayhem Games,Discord
38,656350,UnderMine,undermine,https://cdn.cloudflare.steamstatic.com/steam/apps/656350/header.jpg?t=1641501972,6674,81.4241,7132,6674,-1,0.848636,2020-08-06,1999,1999,0,0,0,3234,39891,-1,1853,,8990.0,92,278,464,1499.0,13412,13412,Thorium,Thorium,Discord
39,1229380,Everhood,everhood,https://cdn.cloudflare.steamstatic.com/steam/apps/1229380/header.jpg?t=1643577124,6620,86.6327,7363,6620,83,0.916272,2021-03-04,999,999,0,0,0,799,10356,0,1349,,5594.0,338,929,2145,999.0,"34422,34423","8448,34427","Chris Nordgren, Jordi Roca","Surefire.Games, Foreign Gnomes",Discord
40,469600,Legion TD 2 - Multiplayer Tower Defense,legion_td_2_multiplayer_tower_defense,https://cdn.cloudflare.steamstatic.com/steam/apps/469600/header.jpg?t=1634914369,6592,81.1273,7327,6592,-1,0.844619,2021-10-01,1999,1999,0,0,0,5696,31541,-1,657,,11068.0,304,410,487,1999.0,21702,21702,AutoAttack Games,AutoAttack Games,Discord
41,1104450,Bombergrounds: Battle Royale,bombergrounds_battle_royale,https://cdn.cloudflare.steamstatic.com/steam/apps/1104450/header.jpg?t=1623230591,6581,81.2889,6581,-1,-1,0.846809,2020-03-06,0,0,1,0,0,1869,7273,1,6580,,,-1,-1,-1,0.0,25772,25772,Gigantic Duck Games,Gigantic Duck Games,Discord
