,steam_appid,name,name_slug,header_image,reviews_total,reviews_score_fancy,unfiltered_reviews_total,unfiltered_reviews_steam_purchase,metacritic_score,hidden_gem_score,steam_release_date,current_price_usd,base_price_usd,is_free,is_f2p,coming_soon,peak_ccu,followers,early_access,current_topsellers_rank,opencritic_score,playtracker_insight_rank,reviews_7day,reviews_30day,reviews_90day,launch_price,developer_ids,publisher_ids,developer,publisher,sdk
82,506500,Party Panic,party_panic,https://cdn.cloudflare.steamstatic.com/steam/apps/506500/header.jpg?t=1573184475,2214,64.9436,2669,2214,-1,0.585218,2017-08-07,1699,1699,0,0,0,382,16224,-1,5280,,9130.0,15,28,39,1699,6225,6225,Everglow Interactive Inc.,Everglow Interactive Inc.,Photon
83,338170,Ratz Instagib,ratz_instagib,https://cdn.cloudflare.steamstatic.com/steam/apps/338170/header.jpg?t=1587728661,2169,79.7082,3424,2169,-1,0.825141,2016-07-27,134,899,0,0,0,2037,5434,-1,5057,,3235.0,36,58,79,899,23010,6862,Lino Slahuschek,Rising Star Games,Photon
84,851800,G2 Fighter / 基因特工,g2_fighter,https://cdn.cloudflare.steamstatic.com/steam/apps/851800/header.jpg?t=1617683602,2155,81.497,2894,2155,-1,0.57551,2018-10-12,1599,1599,0,0,0,2595,14242,1,14414,,19387.0,-1,-1,-1,1599,44551,44664,Orbit Games,HeyBox Games,Photon
85,527100,Star Trek™: Bridge Crew,star_trek_bridge_crew,https://cdn.cloudflare.steamstatic.com/steam/apps/527100/header.jpg?t=1524671484,2034,65.3817,2729,2034,-1,0.593734,2017-05-30,2499,2499,0,0,0,846,31811,0,1810,,4745.0,274,347,390,4999,3356,3356,Ubisoft,Ubisoft,Photon
86,746580,HARDCORE MECHA,hardcore_mecha,https://cdn.cloudflare.steamstatic.com/steam/apps/746580/header.jpg?t=1635400913,2031,60.5416,2348,2031,-1,0.491523,2019-06-26,1999,1999,0,0,0,1754,14607,0,12351,77.0909,19566.0,145,211,240,1999,47177,"13708,16704",RocketPunch Games,"Lightning Games, RocketPunch Games",Photon
87,324310,Bus Simulator 16,bus_simulator_16,https://cdn.cloudflare.steamstatic.com/steam/apps/324310/header.jpg?t=1568817977,1978,61.6705,3209,1978,-1,-1.0,2016-03-02,1799,1799,0,0,0,1245,16040,0,4093,-1.0,15684.0,96,149,196,1799,8157,3851,stillalive studios,astragon Entertainment,Photon
88,544610,Battlestar Galactica Deadlock,battlestar_galactica_deadlock,https://cdn.cloudflare.steamstatic.com/steam/apps/544610/header.jpg?t=1644925330,1908,73.7494,2239,1908,77,0.737762,2017-08-31,3999,3999,0,0,0,1208,38549,0,1244,77.5,3150.0,159,259,308,3999,15318,380,Black Lab Games,Slitherine Ltd.,Photon
89,708720,Gridiron,gridiron,https://cdn.cloudflare.steamstatic.com/steam/apps/708720/header.jpg?t=1635292643,1885,64.5205,1885,-1,-1,0.576873,2020-07-23,0,0,1,0,0,789,1815,1,9237,,,-1,-1,-1,0,41926,41926,1336 Studios,1336 Studios,Photon
90,1163130,Oasis VR,oasis_vr,https://cdn.cloudflare.steamstatic.com/steam/apps/1163130/header.jpg?t=1603702493,1884,82.2704,1884,-1,-1,0.594223,2020-10-26,0,0,1,0,0,548,7996,-1,-1,,,-1,-1,-1,0,22673,33249,Oasis VR,Oasis VR Inc.,Photon
91,920690,CardLife: Creative Survival,cardlife_creative_survival,https://cdn.cloudflare.steamstatic.com/steam/apps/920690/header.jpg?t=1621933154,1801,59.1016,2255,1801,-1,0.456718,2019-02-28,1499,1499,0,0,0,401,21779,-1,2951,,10905.0,15,27,61,1999,2282,2282,Freejam,Freejam,Photon
92,527450,Cockroach Simulator,cockroach_simulator,https://cdn.cloudflare.steamstatic.com/steam/apps/527450/header.jpg?t=1574967759,1801,68.3028,2332,1801,-1,0.647663,2016-09-16,99,99,0,0,0,411,3025,0,5233,,5564.0,16,49,62,599,5320,5320,HFM Games,HFM Games,Photon
93,720620,TaleSpire,talespire,https://cdn.cloudflare.steamstatic.com/steam/apps/720620/header.jpg?t=1619548807,1754,80.6147,2149,1754,-1,0.837636,2021-04-14,2499,2499,0,0,0,1403,64255,1,402,,16720.0,188,401,632,2499,31718,31718,Bouncyrock Entertainment,Bouncyrock Entertainment,Photon
94,353130,Time of Dragons,time_of_dragons,https://cdn.cloudflare.steamstatic.com/steam/apps/353130/header.jpg?t=1484755598,1727,60.6894,1727,25,-1,-1.0,2016-02-01,0,0,1,1,0,343,18942,0,-1,,4152.0,-1,-1,-1,0,8870,8870,4 I Lab,4 I Lab,Photon
95,293540,Guns and Robots,guns_and_robots,https://cdn.cloudflare.steamstatic.com/steam/apps/293540/header.jpg?t=1447361246,1721,63.3742,1721,15,-1,0.114138,2014-08-04,0,0,1,1,0,1046,11834,0,-1,,1843.0,-1,-1,-1,0,14153,"14153,14854,14855",Masthead Studios Ltd,"Masthead Studios Ltd, Thegamewallstudios, Gamigo AG",Photon
96,604500,Tank Force,tank_force,https://cdn.cloudflare.steamstatic.com/steam/apps/604500/header.jpg?t=1618474024,1709,48.558,1709,-1,-1,-1.0,2017-10-23,0,0,1,0,0,328,-1,-1,1088,,9266.0,-1,-1,-1,0,15743,15743,Extreme Developers,Extreme Developers,Photon
97,914260,HALF DEAD 2,half_dead_2,https://cdn.cloudflare.steamstatic.com/steam/apps/914260/header.jpg?t=1564747534,1708,66.7587,2046,1708,-1,0.619741,2019-08-02,499,499,0,0,0,366,8157,-1,4009,,8840.0,24,52,80,499,5830,5830,Room710Games,Room710Games,Photon
98,1157340,Hentai Killer,hentai_killer,https://cdn.cloudflare.steamstatic.com/steam/apps/1157340/header.jpg?t=1622803341,1634,70.191,2319,1634,-1,0.680251,2019-09-27,99,99,0,0,0,222,1662,-1,5091,,8178.0,-1,15,55,99,1205,"225,1205",PlatSTUDIO,"AFBIK Studio, PlatSTUDIO",Photon
99,351100,Niffelheim,niffelheim,https://cdn.cloudflare.steamstatic.com/steam/apps/351100/header.jpg?t=1633986138,1629,56.325,2051,1629,-1,0.380732,2018-09-26,1999,1999,0,0,0,865,-1,-1,6152,65.0,2353.0,18,25,27,1999,9054,9054,Ellada Games,Ellada Games,Photon
