steam_appid,name,reviews_total,reviews_score_fancy,unfiltered_reviews_total,unfiltered_reviews_steam_purchase,metacritic_score,hidden_gem_score,steam_release_date,current_price_usd,base_price_usd,is_free,Free?,is_f2p,F2P?,Coming Soon?,coming_soon,peak_ccu,followers,early_access,Early Access?,current_topsellers_rank,opencritic_score,playtracker_insight_rank,reviews_7day,reviews_30day,reviews_90day,launch_price,developer_ids,publisher_ids,developer,publisher,sdk
1465860,*NEW* SCUFFED EPIC BHOP SIMULATOR 2023 (POG CHAMP),4932,77.0882,4932,3,-1,0.787916,27/11/2020,0,0,1,Yes,0,No,No,0,369,1764,0,Never Had Early Access,11773,,,-1,-1,-1,0,"4,786,555,318",58969,"Chris Shanaz, Scuffed Development",shanaz game studios,Discord
977950,A Dance of Fire and Ice,33674,88.5038,36193,33674,-1,0.68464,24/01/2019,599,599,0,No,0,No,No,0,9247,32773,0,Never Had Early Access,291,,7759,26,52,148,599,17786,"20,317,786",7th Beat Games,"indienova, 7th Beat Games",Discord
714010,Aim Lab,63487,88.108,63487,144,-1,0.661285,07/02/2018,0,0,1,Yes,0,No,No,0,10354,99729,1,Early Access,2725,,252,16,19,24,0,23931,23931,Statespace,Statespace,Discord
761890,Albion Online,44971,76.4406,44971,1738,72,0.521665,16/05/2018,0,0,1,Yes,1,Yes,No,0,13312,68496,0,Never Had Early Access,190,79.375,974,156,276,355,0,13755,13755,Sandbox Interactive GmbH,Sandbox Interactive GmbH,Photon
945360,Among Us,537419,79.6488,610197,537419,85,0.497208,16/11/2018,499,499,0,No,0,No,No,0,438524,289657,0,Never Had Early Access,146,,55,-1,-1,18,499,2517,2517,Innersloth,Innersloth,Discord
280160,Aragami,8082,79.0318,10216,8082,71,0.815693,04/10/2016,1999,1999,0,No,0,No,No,0,1679,-1,0,Never Had Early Access,3593,72.0312,2042,183,324,488,1999,17358,17358,Lince Works,Lince Works,Photon
1158370,Aragami 2,1538,65.0837,1829,1538,-1,0.587955,17/09/2021,3499,3499,0,No,0,No,No,0,1785,13726,0,Never Had Early Access,1798,,20964,353,526,626,3499,17358,17358,Lince Works,Lince Works,Discord
290340,Armello,9796,75.0707,14111,9796,75,0.758006,01/09/2015,1999,1999,0,No,0,No,No,0,3615,90730,-1,Formerly Early Access,984,78.6667,1202,109,218,306,2499,24724,24724,League of Geeks,League of Geeks,Photon
290340,Armello,9796,75.0707,14111,9796,75,0.758006,01/09/2015,1999,1999,0,No,0,No,No,0,3615,90730,-1,Formerly Early Access,984,78.6667,1202,109,218,306,2499,24724,24724,League of Geeks,League of Geeks,Azure Playfab
550320,art of rally,2942,77.4028,3290,2942,-1,0.792479,23/09/2020,2499,2499,0,No,0,No,No,0,421,14180,0,Never Had Early Access,2130,,16001,249,502,1115,2499,21138,21138,Funselektor Labs Inc.,Funselektor Labs Inc.,Discord
688420,Bad North: Jotunn Edition,4882,84.7071,6019,4882,-1,0.891865,16/11/2018,1499,1499,0,No,0,No,No,0,1136,40890,0,Never Had Early Access,1251,,2224,133,214,295,1499,"1,040,528,609",4083,"Plausible Concept, Oskar Stålberg",Raw Fury,Discord
296300,Ballistic Overkill,6048,56.6939,7001,6048,-1,0.391678,28/03/2017,199,199,0,No,0,No,No,0,1079,-1,-1,Formerly Early Access,7664,,7402,81,180,312,199,3706,3706,Aquiris Game Studio,Aquiris Game Studio,Discord
473770,BallisticNG,995,73.4538,2228,995,-1,0.733157,14/12/2018,799,799,0,No,0,No,No,0,109,5991,-1,Formerly Early Access,3548,,4473,19,45,76,799,21540,21540,Neognosis,Neognosis,Discord
451020,Battle Chasers: Nightwar,4701,69.1249,6259,4701,78,0.662048,03/10/2017,2999,2999,0,No,0,No,No,0,5359,69281,0,Never Had Early Access,7276,79.7761,1998,163,281,449,2999,7654,3423,Airship Syndicate,THQ Nordic,Discord
504370,Battlerite,57925,76.2356,57925,21560,85,0.775417,08/11/2017,0,0,1,Yes,0,No,No,0,44850,521343,-1,Formerly Early Access,3708,84.8889,156,356,921,1134,0,11493,11493,Stunlock Studios,Stunlock Studios,Discord
879160,Battlerite Royale,7858,76.5968,7858,3403,-1,0.780737,19/02/2019,0,0,1,Yes,0,No,No,0,9355,28691,-1,Formerly Early Access,8390,,3340,29,42,64,1999,11493,11493,Stunlock Studios,Stunlock Studios,Discord
544610,Battlestar Galactica Deadlock,1908,73.7494,2239,1908,77,0.737762,31/08/2017,3999,3999,0,No,0,No,No,0,1208,38549,0,Never Had Early Access,1244,77.5,3150,159,259,308,3999,15318,380,Black Lab Games,Slitherine Ltd.,Photon
346010,Besiege,38610,83.0289,42938,38610,-1,0.870035,18/02/2020,1499,1499,0,No,0,No,No,0,11120,281164,-1,Formerly Early Access,635,,413,573,1048,1584,699,5978,5978,Spiderling Studios,Spiderling Studios,Azure Playfab
1071870,Biped,3573,81.807,4340,3573,74,0.85379,26/03/2020,1499,1499,0,No,0,No,No,0,1629,29465,0,Never Had Early Access,917,75.7647,9448,92,199,274,1499,56,"562,622,131",NEXT Studios,"NEXT Studios, bilibili, META Publishing",Photon
1201240,BLEACH Brave Souls,4855,75.5342,4855,-1,-1,0.764982,17/08/2020,0,0,1,Yes,0,No,No,0,5594,9564,0,Never Had Early Access,1086,,11474,-1,-1,-1,0,26359,26359,KLab Inc.,KLab Inc.,Photon
960090,Bloons TD 6,147543,93.7861,167815,147543,-1,0.693888,17/12/2018,999,999,0,No,0,No,No,0,53891,46134,0,Never Had Early Access,89,,510,93,211,393,999,4768,4768,Ninja Kiwi,Ninja Kiwi,Discord
1104450,Bombergrounds: Battle Royale,6581,81.2889,6581,-1,-1,0.846809,06/03/2020,0,0,1,Yes,0,No,No,0,1869,7273,1,Early Access,6580,,,-1,-1,-1,0,25772,25772,Gigantic Duck Games,Gigantic Duck Games,Discord
823550,Booty Calls,2957,43.512,2957,2,-1,-1,18/09/2018,0,0,1,Yes,0,No,No,0,357,11128,0,Never Had Early Access,966,,7818,-1,-1,-1,0,15075,2421,3X Entertainment Limited,Nutaku Publishing,Photon
324310,Bus Simulator 16,1978,61.6705,3209,1978,-1,-1,02/03/2016,1799,1799,0,No,0,No,No,0,1245,16040,0,Never Had Early Access,4093,-1,15684,96,149,196,1799,8157,3851,stillalive studios,astragon Entertainment,Photon
920690,CardLife: Creative Survival,1801,59.1016,2255,1801,-1,0.456718,28/02/2019,1499,1499,0,No,0,No,No,0,401,21779,-1,Formerly Early Access,2951,,10905,15,27,61,1999,2282,2282,Freejam,Freejam,Photon
1097130,Circuit Superstars,1034,71.2313,1137,1034,82,0.697554,12/10/2021,1699,1999,0,No,0,No,No,0,221,11064,-1,Formerly Early Access,1797,,22062,118,210,335,1699,2671,818,Original Fire Games,Square Enix,Azure Playfab
597170,Clone Drone in the Danger Zone,15542,88.643,16950,15542,82,0.799149,27/07/2021,1999,1999,0,No,0,No,No,0,1921,24937,-1,Formerly Early Access,728,,9760,43,104,190,1499,21081,21081,Doborog Games,Doborog Games,Photon
527450,Cockroach Simulator,1801,68.3028,2332,1801,-1,0.647663,16/09/2016,99,99,0,No,0,No,No,0,411,3025,0,Never Had Early Access,5233,,5564,16,49,62,599,5320,5320,HFM Games,HFM Games,Photon
897330,Coloring Pixels,4839,83.0358,4839,37,-1,0.870126,17/08/2018,0,0,1,Yes,0,No,No,0,1535,2962,0,Never Had Early Access,3166,,5505,-1,-1,-1,0,37485,3795,ToastieLabs,ToastieLabs,Discord
289950,Construction Simulator 2015,3913,79.5033,5837,3913,-1,0.82229,18/11/2014,1499,1499,0,No,0,No,No,0,1798,39614,0,Never Had Early Access,2061,-1,5794,43,63,108,2999,9812,3851,weltenbauer. Software Entwicklung GmbH,astragon Entertainment,Photon
1307550,Craftopia,12529,80.1577,14629,12793,-1,0.83136,04/09/2020,2499,2499,0,No,0,No,No,0,26449,157331,1,Early Access,338,,7733,1112,2236,2900,2499,56404,47771,Pocketpair,Pocketpair,Azure Playfab
346820,Crash Drive 3,84,81.6056,201,84,-1,0.851084,08/07/2021,1999,1999,0,No,0,No,No,0,29,742,-2,Early Access History Unknown,6670,,15286,-1,18,29,1999,7611,7611,M2H,M2H,Azure Playfab
681280,Descenders,8122,88.4485,9852,8122,78,0.938706,07/05/2019,2499,2499,0,No,0,No,No,0,1942,24973,-1,Formerly Early Access,115,-1,7836,84,121,270,2499,7844,7845,RageSquid,No More Robots,Photon
681280,Descenders,8122,88.4485,9852,8122,78,0.938706,07/05/2019,2499,2499,0,No,0,No,No,0,1942,24973,-1,Formerly Early Access,115,-1,7836,84,121,270,2499,7844,7845,RageSquid,No More Robots,Discord
401190,Dinosaur Hunt,3012,65.5132,3541,3012,-1,0.596268,17/09/2015,99,99,0,No,0,No,No,0,1174,3875,0,Never Had Early Access,9645,,2164,89,149,233,99,6233,3353,Racing Bros,ANPA.US,Photon
233610,Distance,4860,76.1172,6373,4860,74,0.773666,18/09/2018,2499,2499,0,No,0,No,No,0,452,-1,-1,Formerly Early Access,6673,-1,1659,98,164,317,2499,12898,12898,Refract,Refract,Discord
412880,Drift Streets Japan,2631,39.7172,3320,2631,-1,-1,21/12/2015,133,199,0,No,0,No,No,0,260,7729,0,Never Had Early Access,9662,,2124,10,175,430,699,51972,36711,JDM4iK,SA Industry,Photon
1070580,Drift86,2868,81.3446,3211,2868,-1,0.847562,19/11/2019,49,199,0,No,0,No,No,0,331,2276,-1,Formerly Early Access,5702,,10890,40,197,330,99,2092,2092,RewindApp,RewindApp,Photon
667530,Drunken Wrestlers 2,8266,79.6261,8266,-1,-1,0.824,01/04/2019,0,0,1,Yes,0,No,No,0,688,5036,1,Early Access,5087,,3389,-1,-1,-1,0,31829,,Oleg Skutte,,Photon
65800,Dungeon Defenders,9483,77.6612,15285,9483,81,0.796207,18/10/2011,1499,1499,0,No,0,No,No,0,12467,-1,0,Never Had Early Access,1309,,418,86,213,690,1499,22473,22473,Trendy Entertainment,Trendy Entertainment,Discord
493900,Dungeons 3,11170,77.2497,16432,11170,75,0.790261,13/10/2017,2999,2999,0,No,0,No,No,0,3258,53116,0,Never Had Early Access,1858,75.3077,1167,207,385,747,3999,9003,2777,Realmforge Studios,Kalypso Media,Photon
382310,Eco,7341,77.9764,9163,7341,-1,0.80073,06/02/2018,2999,2999,0,No,0,No,No,0,6905,187930,1,Early Access,399,,5282,123,334,585,2999,37725,2322,Strange Loop Games,Strange Loop Games,Discord
269190,Edge Of Eternity,2581,58.9192,2839,2581,-1,0.45212,08/06/2021,2999,2999,0,No,0,No,No,0,731,84527,-1,Formerly Early Access,879,,10298,57,87,141,1999,16343,"1,861,095",Midgar Studio,"Maple Whispering Limited, Dear Villagers",Discord
1108590,Eldest Souls,1233,66.5723,1414,1233,76,0.616284,29/07/2021,1999,1999,0,No,0,No,No,0,719,19626,0,Never Had Early Access,2950,,21226,232,314,355,1999,50973,"19,881,989",Fallen Flag Studio,"United Label, CI Games",Discord
461430,EmergeNYC,2797,49.009,3201,2797,-1,-1,03/11/2016,2499,2499,0,No,0,No,No,0,464,19225,1,Early Access,2574,,14075,17,82,163,2499,13907,13907,FlipSwitch Games,FlipSwitch Games,Photon
999860,Enemy On Board,1556,70.4334,1556,67,-1,0.384089,08/05/2020,1999,1999,1,Yes,0,No,No,0,682,4032,1,Early Access,-1,,7939,14,29,43,1999,30580,30580,Windwalk Games,Windwalk Games,Discord
398850,Epistory - Typing Chronicles,3376,75.7071,5716,3376,74,0.767567,30/03/2016,1499,1499,0,No,0,No,No,0,386,34692,-1,Formerly Early Access,4040,77.4545,1322,49,89,127,999,3389,"338,946,809",Fishing Cactus,"Fishing Cactus, PID Games",Photon
1435790,Escape Simulator,4290,86.5243,4869,4290,-1,0.696372,19/10/2021,1499,1499,0,No,0,No,No,0,6616,39300,0,Never Had Early Access,133,,6500,140,340,1944,1499,46122,24088,Pine Studio,Pine Studio,Photon
1229380,Everhood,6620,86.6327,7363,6620,83,0.916272,04/03/2021,999,999,0,No,0,No,No,0,799,10356,0,Never Had Early Access,1349,,5594,338,929,2145,999,"3,442,234,423","844,834,427","Chris Nordgren, Jordi Roca","Surefire.Games, Foreign Gnomes",Discord
1477590,EZ2ON REBOOT : R,3379,86.4235,3553,3379,-1,0.913652,17/03/2021,4499,4499,0,No,0,No,No,0,1429,4340,1,Early Access,1499,,27719,72,94,111,4499,"4,184,743,044",41847,"Neonovice Co., Ltd., SQUARE PIXELS","Neonovice Co., Ltd.",Discord
380600,Fishing Planet,33230,85.2028,33230,468,-1,0.70178,28/08/2017,0,0,1,Yes,1,Yes,No,0,6651,80983,-1,Formerly Early Access,285,-1,382,-1,-1,-1,0,2157,2157,Fishing Planet LLC,Fishing Planet LLC,Photon
605740,"Flashing Lights - Police, Firefighting, Emergency Services Simulator",9447,75.7519,10841,9447,-1,0.768236,07/06/2018,2499,2499,0,No,0,No,No,0,706,33944,1,Early Access,1192,,6884,240,314,407,1499,22774,3225,Nils Jakrins,Excalibur Games,Photon
527230,For The King,17771,76.3785,25740,17771,79,0.777527,19/04/2018,1999,1999,0,No,0,No,No,0,9625,124377,-1,Formerly Early Access,449,75.4286,1728,109,285,412,1999,5319,53672,IronOak Games,Curve Games,Photon
527230,For The King,17771,76.3785,25740,17771,79,0.777527,19/04/2018,1999,1999,0,No,0,No,No,0,9625,124377,-1,Formerly Early Access,449,75.4286,1728,109,285,412,1999,5319,53672,IronOak Games,Curve Games,Discord
851800,G2 Fighter / 基因特工,2155,81.497,2894,2155,-1,0.57551,12/10/2018,1599,1599,0,No,0,No,No,0,2595,14242,1,Early Access,14414,,19387,-1,-1,-1,1599,44551,44664,Orbit Games,HeyBox Games,Photon
285900,Gang Beasts,30432,87.9366,36993,30432,-1,0.696659,12/12/2017,1999,1999,0,No,0,No,No,0,2946,236349,-1,Formerly Early Access,194,66.5263,929,223,552,885,1999,"768,031,744",14803,"Coatsink, Boneloaf",Boneloaf,Azure Playfab
1085510,Garfield Kart - Furious Racing,6258,84.8238,8090,6258,-1,0.71913,06/11/2019,1499,1499,0,No,0,No,No,0,567,5373,0,Never Had Early Access,3075,-1,5617,168,260,334,1499,2435,155,Artefacts Studio,Microids,Photon
1618540,Ghost Exorcism INC.,3431,67.1786,4322,3431,-1,0.627457,15/07/2021,1799,1799,0,No,0,No,No,0,3765,23060,1,Early Access,640,,15980,970,1582,1938,1799,46501,46501,StudioGoupil,StudioGoupil,Discord
780290,Gloomhaven,7891,76.3246,8905,7891,82,0.776731,20/10/2021,3499,3499,0,No,0,No,No,0,6900,79600,-1,Formerly Early Access,238,,11466,262,336,405,2499,12112,205,Flaming Fowl Studios,Asmodee Digital,Photon
431240,Golf With Your Friends,32209,81.7321,46370,32209,-1,0.650565,19/05/2020,1499,1499,0,No,0,No,No,0,20592,73584,-1,Formerly Early Access,42,69,154,364,723,1590,599,23348,32154,Blacklight Interactive,Team17,Photon
981430,Gordian Quest,3254,71.4934,3584,3254,-1,0.701847,27/03/2020,1999,1999,0,No,0,No,No,0,1618,28443,1,Early Access,2136,,18401,117,203,296,1999,"74,027,403","11,157,402","Mixed Realms Pte Ltd, Swag Soft Holdings Pte Ltd","Coconut Island Games, Mixed Realms Pte Ltd",Photon
1533390,Gorilla Tag,12816,88.903,12816,46,-1,0.706927,12/02/2021,0,0,1,Yes,0,No,No,0,1261,8889,1,Early Access,493,,6122,-1,-1,-1,0,41840,41840,Another Axiom,Another Axiom,Photon
1053680,Granny Simulator,2420,82.4374,3205,2420,-1,0.86221,17/04/2019,499,499,0,No,0,No,No,0,167,5353,1,Early Access,1380,,13598,-1,27,172,499,1529,1529,Nick Kestle,Nick Kestle,Photon
708720,Gridiron,1885,64.5205,1885,-1,-1,0.576873,23/07/2020,0,0,1,Yes,0,No,No,0,789,1815,1,Early Access,9237,,,-1,-1,-1,0,41926,41926,1336 Studios,1336 Studios,Photon
293540,Guns and Robots,1721,63.3742,1721,15,-1,0.114138,04/08/2014,0,0,1,Yes,1,Yes,No,0,1046,11834,0,Never Had Early Access,-1,,1843,-1,-1,-1,0,14153,"141,531,485,414,855",Masthead Studios Ltd,"Masthead Studios Ltd, Thegamewallstudios, Gamigo AG",Photon
209080,Guns of Icarus Online,8285,57.1823,14648,8285,64,0.405716,29/10/2012,499,499,0,No,0,No,No,0,102258,-1,0,Never Had Early Access,8010,,63,18,38,83,499,39004,1839,Muse Games,Muse Games,Photon
209080,Guns of Icarus Online,8285,57.1823,14648,8285,64,0.405716,29/10/2012,499,499,0,No,0,No,No,0,102258,-1,0,Never Had Early Access,8010,,63,18,38,83,499,39004,1839,Muse Games,Muse Games,Discord
434730,Half Dead,2598,69.909,3204,2598,-1,0.675483,01/08/2016,99,199,0,No,0,No,No,0,236,15216,-1,Formerly Early Access,6622,,4301,42,127,195,99,5830,5830,Room710Games,Room710Games,Photon
914260,HALF DEAD 2,1708,66.7587,2046,1708,-1,0.619741,02/08/2019,499,499,0,No,0,No,No,0,366,8157,-1,Formerly Early Access,4009,,8840,24,52,80,499,5830,5830,Room710Games,Room710Games,Photon
657200,Hand Simulator,25840,79.9554,32762,25840,-1,0.828567,18/07/2017,199,199,0,No,0,No,No,0,2674,29011,0,Never Had Early Access,1182,,455,21,50,113,199,5320,5320,HFM Games,HFM Games,Photon
924140,Hand Simulator: Survival,6934,69.9661,9068,6934,-1,0.676452,17/12/2019,99,99,0,No,0,No,No,0,985,10261,0,Never Had Early Access,2735,,3436,187,380,598,99,5320,5320,HFM Games,HFM Games,Photon
746580,HARDCORE MECHA,2031,60.5416,2348,2031,-1,0.491523,26/06/2019,1999,1999,0,No,0,No,No,0,1754,14607,0,Never Had Early Access,12351,77.0909,19566,145,211,240,1999,47177,"1,370,816,704",RocketPunch Games,"Lightning Games, RocketPunch Games",Photon
433530,Heliborne Collection,2830,65.3817,3529,2830,71,0.593734,12/10/2017,2999,2999,0,No,0,No,No,0,1349,30985,-1,Formerly Early Access,4316,75,6392,84,214,337,2999,1964,1964,Klabater,Klabater,Photon
433530,Heliborne Collection,2830,65.3817,3529,2830,71,0.593734,12/10/2017,2999,2999,0,No,0,No,No,0,1349,30985,-1,Formerly Early Access,4316,75,6392,84,214,337,2999,1964,1964,Klabater,Klabater,Discord
1157340,Hentai Killer,1634,70.191,2319,1634,-1,0.680251,27/09/2019,99,99,0,No,0,No,No,0,222,1662,-1,Formerly Early Access,5091,,8178,-1,15,55,99,1205,"2,251,205",PlatSTUDIO,"AFBIK Studio, PlatSTUDIO",Photon
1463920,hexceed,1476,70.976,1476,4,-1,0.693349,15/01/2021,0,0,1,Yes,0,No,No,0,747,946,0,Never Had Early Access,8080,,13032,-1,-1,-1,0,37485,3795,ToastieLabs,ToastieLabs,Discord
589290,Holdfast: Nations At War,15895,85.9841,17420,15895,-1,0.716589,05/03/2020,1999,1999,0,No,0,No,No,0,3419,79979,-1,Formerly Early Access,89,,4371,144,389,723,1999,48277,19031,Anvil Game Studios,Anvil Game Studios,Discord
370770,Holodrive,1243,75.5367,1243,15,-1,0.505027,16/03/2021,0,0,1,Yes,1,Yes,No,0,1592,4229,-1,Formerly Early Access,-1,,2022,-1,-1,-1,999,10289,5028,BitCake Studio,Versus Evil,Discord
613100,House Flipper,49865,90.8074,55393,49865,68,0.726868,17/05/2018,2499,2499,0,No,0,No,No,0,12039,203048,0,Never Had Early Access,130,60.8333,1251,750,1469,2462,1999,13446,"326,652",Empyrean,"Frozen District, PlayWay S.A.",Discord
1293230,House of Detention,6222,82.8266,7560,6222,-1,0.867367,29/05/2020,99,99,0,No,0,No,No,0,471,17716,0,Never Had Early Access,5082,,6431,52,122,225,99,"652,030,163",6522,"Aniki, Male Union ♂",Dungeon Master,Photon
280180,Hover,1337,79.1741,1916,1337,-1,0.563607,31/05/2017,1999,1999,0,No,0,No,No,0,428,21975,-1,Formerly Early Access,2343,57.25,2852,115,186,225,1999,"1,634,317,359",1095,"Midgar Studio, Fusty Game",Dear Villagers,Discord
513560,Hunger Dungeon,2295,69.843,2295,133,-1,0.341964,06/12/2016,0,0,1,Yes,1,Yes,No,0,745,24316,-1,Formerly Early Access,-1,-1,2836,-1,-1,38,0,51898,43297,No Stuck Game Studio,No Stuck Game Studio,Photon
1361000,In Silence,7474,68.71,9349,7474,-1,0.654827,29/10/2021,999,999,0,No,0,No,No,0,2327,47903,-1,Formerly Early Access,450,,6604,317,917,2096,999,8053,8053,Ravenhood Games,Ravenhood Games,Photon
257730,Infinity Wars: Animated Trading Card Game,3376,74.6462,3376,69,-1,0.429879,05/09/2014,0,0,1,Yes,1,Yes,No,0,1604,19438,-1,Formerly Early Access,-1,,2755,-1,-1,-1,0,23430,"2,343,023,431",Lightmare Studios,"Lightmare Studios, Yodo1 Games",Photon
257730,Infinity Wars: Animated Trading Card Game,3376,74.6462,3376,69,-1,0.429879,05/09/2014,0,0,1,Yes,1,Yes,No,0,1604,19438,-1,Formerly Early Access,-1,,2755,-1,-1,-1,0,23430,"2,343,023,431",Lightmare Studios,"Lightmare Studios, Yodo1 Games",Discord
513510,Intralism,4336,69.3606,4885,4336,-1,0.666115,04/11/2016,299,299,0,No,0,No,No,0,1744,-1,0,Never Had Early Access,7246,,3258,-1,27,74,299,3609,3609,KHB-Soft,KHB-Soft,Photon
513510,Intralism,4336,69.3606,4885,4336,-1,0.666115,04/11/2016,299,299,0,No,0,No,No,0,1744,-1,0,Never Had Early Access,7246,,3258,-1,27,74,299,3609,3609,KHB-Soft,KHB-Soft,Discord
518150,Intruder,3391,75.9941,4370,3391,-1,0.771841,01/03/2019,1999,1999,0,No,0,No,No,0,1402,24790,1,Early Access,1583,,8701,97,188,233,1999,8857,8857,Superboss Games,Superboss Games,Photon
531510,Just Shapes & Beats,12496,87.9364,13572,12496,-1,0.932434,31/05/2018,1999,1999,0,No,0,No,No,0,918,26107,0,Never Had Early Access,724,87.5,11176,117,196,320,1999,8744,8744,Berzerk Studio,Berzerk Studio,Discord
409590,KINGDOMS,3532,70.9916,3611,3532,-1,0.693605,23/10/2015,999,999,0,No,0,No,No,0,772,51146,1,Early Access,5197,,15857,23,39,120,999,11232,11232,Oreol,Oreol,Photon
1302240,Labyrinthine,4799,76.3545,5953,4799,-1,0.777172,28/10/2020,999,999,0,No,0,No,No,0,1139,22336,1,Early Access,659,,10922,42,279,613,999,45691,33667,Valko Game Studios,Valko Game Studios,Discord
391720,Layers of Fear,10788,79.187,24034,10788,72,0.81787,15/02/2016,1999,1999,0,No,0,No,No,0,143872,68470,-1,Formerly Early Access,2089,74.4915,115,181,329,426,999,2582,11071,Bloober Team SA,Aspyr,Photon
469600,Legion TD 2 - Multiplayer Tower Defense,6592,81.1273,7327,6592,-1,0.844619,01/10/2021,1999,1999,0,No,0,No,No,0,5696,31541,-1,Formerly Early Access,657,,11068,304,410,487,1999,21702,21702,AutoAttack Games,AutoAttack Games,Photon
469600,Legion TD 2 - Multiplayer Tower Defense,6592,81.1273,7327,6592,-1,0.844619,01/10/2021,1999,1999,0,No,0,No,No,0,5696,31541,-1,Formerly Early Access,657,,11068,304,410,487,1999,21702,21702,AutoAttack Games,AutoAttack Games,Discord
410340,Liftoff: FPV Drone Racing,4949,85.8863,5155,4949,-1,0.90689,13/09/2018,1999,1999,0,No,0,No,No,0,619,16265,-1,Formerly Early Access,626,,16814,-1,26,68,1999,7103,7103,LuGus Studios,LuGus Studios,Photon
711540,Lonely Mountains: Downhill,1236,73.2699,1470,1236,80,0.730276,23/10/2019,1999,1999,0,No,0,No,No,0,183,12875,0,Never Had Early Access,4616,81.4737,17546,99,192,281,1999,7485,1174,Megagon Industries,Thunderful Publishing,Discord
763410,Long Live Santa!,2889,66.3291,2889,-1,-1,0.611746,19/12/2017,0,0,1,Yes,0,No,No,0,367,2691,0,Never Had Early Access,-1,,4886,-1,-1,-1,0,21081,21081,Doborog Games,Doborog Games,Photon
434650,Lost Castle / 失落城堡,16006,78.215,20842,16006,-1,0.804138,31/08/2016,999,999,0,No,0,No,No,0,4604,98623,-1,Formerly Early Access,1001,,1343,38,66,125,999,45209,45201,Hunter Studio,Neon Doctrine,Photon
434650,Lost Castle / 失落城堡,16006,78.215,20842,16006,-1,0.804138,31/08/2016,999,999,0,No,0,No,No,0,4604,98623,-1,Formerly Early Access,1001,,1343,38,66,125,999,45209,45201,Hunter Studio,Neon Doctrine,Discord
667870,MINDNIGHT,2916,55.6597,2916,13,-1,0.360151,04/08/2017,0,0,1,Yes,1,Yes,No,0,415,3485,0,Never Had Early Access,16486,,4319,-1,-1,-1,599,23276,23276,No Moon,No Moon,Discord
489520,Minion Masters,56931,74.3105,56931,1351,-1,0.746427,24/05/2019,0,0,1,Yes,0,No,No,0,10160,276122,-1,Formerly Early Access,1068,-1,71,12,20,65,0,12624,12624,BetaDwarf,BetaDwarf,Discord
1140270,Monster Prom 2: Monster Camp,3273,82.9104,4041,3273,-1,0.868474,23/10/2020,1199,1199,0,No,0,No,No,0,1153,13967,0,Never Had Early Access,597,,16769,883,1362,1992,1199,27985,8356,Beautiful Glitch,Beautiful Glitch,Photon
1102190,Monster Train,13696,82.8506,15118,13696,86,0.867685,21/05/2020,2499,2499,0,No,0,No,No,0,14037,28886,0,Never Had Early Access,994,84.5625,6226,1540,3578,4950,2499,2835,1966,Shiny Shoe,Good Shepherd Entertainment,Discord
774171,Muse Dash,53009,91.4178,63144,57614,-1,0.71511,19/06/2019,299,299,0,No,0,No,No,0,-1,77450,0,Never Had Early Access,312,76.25,2014,410,2083,2484,299,56684,56685,peropero,hasuhasu,Discord
740250,Neos VR,1011,60.5485,1011,-1,-1,0.491684,04/05/2018,0,0,1,Yes,0,No,No,0,425,-1,1,Early Access,-1,,8367,-1,-1,-1,0,7330,7331,Frooxius,Solirax,Discord
1196630,Nexomon: Extinction,1772,81.4244,1904,1772,-1,0.84864,28/08/2020,1999,1999,0,No,0,No,No,0,1162,9614,0,Never Had Early Access,2907,,19361,153,354,432,1999,14047,"1,404,737,327",VEWO Interactive Inc.,"VEWO Interactive Inc., PQube",Discord
519190,Next Day: Survival,8452,59.3009,10032,8452,-1,0.461693,21/05/2018,999,999,0,No,0,No,No,0,4486,-1,-1,Formerly Early Access,6780,,4795,17,60,122,999,19174,12627,SOFF Games,Last Level,Photon
1414850,Nickelodeon All-Star Brawl,3747,60.7075,4459,3747,-1,0.495375,04/10/2021,4999,4999,0,No,0,No,No,0,9120,16649,-2,Early Access History Unknown,2704,,8154,2201,2922,3268,4999,"410,851,410",6125,"Fair Play Labs, Ludosity",GameMill Entertainment,Photon
351100,Niffelheim,1629,56.325,2051,1629,-1,0.380732,26/09/2018,1999,1999,0,No,0,No,No,0,865,-1,-1,Formerly Early Access,6152,65,2353,18,25,27,1999,9054,9054,Ellada Games,Ellada Games,Photon
378370,Nomad,4527,48.6612,4527,401,-1,-1,26/06/2015,0,0,1,Yes,1,Yes,No,0,287,13177,1,Early Access,15420,,2972,-1,11,17,0,4111,4111,Diminished Studios,Diminished Studios,Discord
1163130,Oasis VR,1884,82.2704,1884,-1,-1,0.594223,26/10/2020,0,0,1,Yes,0,No,No,0,548,7996,-1,Formerly Early Access,-1,,,-1,-1,-1,0,22673,33249,Oasis VR,Oasis VR Inc.,Photon
512250,Oh...Sir!! The Insult Simulator,2918,76.9721,3379,2918,64,0.786225,25/10/2016,61,199,0,No,0,No,No,0,660,7064,0,Never Had Early Access,6730,63.3684,2375,288,612,1074,199,5756,1966,Vile Monarch,Good Shepherd Entertainment,Photon
960690,One Step From Eden,4638,79.2125,5787,4638,82,0.818227,26/03/2020,1199,1999,0,No,0,No,No,0,2360,31344,0,Never Had Early Access,1661,76.8182,3089,482,1157,1460,1999,4769,"1,863,897",Thomas Moon Kang,"Maple Whispering Limited, Humble Games",Discord
